bald_uakari,black_headed_night_monkey,common_squirrel_monkey,japanese_macaque,mantled_howler,nilgiri_langur,patas_monkey,pigmy_marmoset,silver_marmoset,white_headed_capuchin
134,137,97.8,140
124,133,93.2,145
135,142,95.0,142
143,152,94.0,152
122,131,93.1,132
120,132,90.9,132
128,139,92.0,141
125,131,95.4,131
124,132,93.9,132
132,141,93.6,141
